imdb_name_id,DOB
409,03-12-1968
410,24-08-1957
411,02-08-1977
412,12-04-1956
413,28-09-1964
414,11-12-1947
415,28-10-1965
416,22-11-1940
417,20-04-1964
418,22-07-1946
419,03-12-1930
420,22-10-1965
421,02-01-1968
422,20-06-1952
423,23-03-1958
424,09-09-1960
425,05-04-1942
426,26-03-1960
427,26-05-1949
428,1875-01-22
429,09-08-1957
430,24-08-1958
431,31-12-1944
432,30-01-1930
433,23-12-1971
434,25-09-1951
435,03-12-1960
436,24-03-1945
437,23-07-1961
438,28-11-1950
439,15-06-1973
440,11-03-1959
441,13-11-1971
442,23-01-1944
443,21-11-1945
444,13-03-1955
445,24-07-1940
446,22-11-1961
447,06-04-1952
448,05-05-1940
449,15-08-1974
450,23-07-1967
451,08-01-1982
452,28-10-1963
453,12-09-1931
454,17-05-1936
455,18-02-1950
456,20-03-1958
457,22-01-1940
458,20-03-1950
459,16-08-1960
460,19-09-1948
461,12-02-1950
462,29-10-1948
463,05-11-1964
464,22-01-1953
465,12-03-1953
466,03-09-1953
467,15-12-1949
468,13-12-1958
469,17-01-1931
470,28-09-1946
471,09-03-1940
472,1887-11-23
473,05-01-1946
474,05-09-1951
475,04-03-1968
476,31-10-1941
477,25-01-1975
478,05-08-1961
479,14-09-1936
480,11-03-1961
481,28-06-1954
482,28-09-1952
483,29-03-1957
484,03-08-1950
485,1890-12-05
486,17-07-1964
487,23-10-1954
488,01-02-1965
489,27-05-1922
490,20-03-1957
491,22-07-1964
492,05-02-1962
493,08-02-1925
494,28-02-1969
495,25-02-1966
496,21-06-1973
497,24-08-1974
498,24-01-1970
499,10-10-1966
500,30-07-1960
501,18-12-1954
502,22-10-1938
503,29-09-1970
504,19-12-1971
505,30-10-1970
506,13-01-1961
507,17-03-1964
508,11-02-1961
509,1882-10-20
510,21-04-1958
511,24-04-1934
512,29-03-1964
513,13-03-1950
514,25-09-1957
515,11-09-1961
516,23-04-1939
517,30-11-1943
518,09-12-1953
519,30-11-1947
520,05-02-1943
521,17-11-1966
522,15-10-1968
523,08-06-1966
524,28-06-1966
525,10-11-1982
526,12-05-1970
527,01-10-1920
528,08-02-1965
529,13-08-1964
530,29-11-1962
531,23-06-1957
532,13-06-1943
534,09-07-1957
535,05-09-1973
537,24-03-1930
538,30-05-1953
539,22-12-1968
540,21-03-1922
541,01-12-1945
542,13-01-1964
543,10-01-1939
544,09-02-1909
545,26-07-1945
546,22-03-1959
547,24-05-1953
548,15-04-1933
549,14-10-1927
550,29-04-1955
551,31-10-1963
552,03-04-1961
553,07-06-1952
554,14-09-1947
555,28-11-1959
556,26-09-1948
557,15-07-1963
558,11-02-1926
559,26-03-1931
560,08-02-1941
562,01-12-1961
563,26-06-1970
564,02-08-1932
565,22-03-1955
566,04-01-1965
567,25-06-1903
568,25-05-1944
569,27-09-1972
570,14-02-1944
571,02-08-1964
572,25-03-1965
573,19-01-1946
574,17-06-1966
575,29-07-1963
576,17-08-1960
577,01-10-1928
578,04-04-1932
579,13-04-1950
580,11-10-1966
581,11-02-1909
582,09-02-1943
583,14-03-1941
584,08-07-1971
585,27-10-1953
586,18-09-1971
587,05-10-1919
588,16-11-1970
589,29-04-1958
590,1809-01-19
591,18-08-1933
592,07-02-1946
593,13-10-1962
594,28-08-1969
595,03-01-1950
596,01-06-1947
597,17-12-1953
598,09-04-1954
599,19-11-1954
600,23-10-1959
601,21-11-1944
602,18-08-1936
603,30-01-1937
604,24-05-1965
605,25-07-1982
606,30-07-1948
607,27-08-1952
608,11-02-1936
609,12-05-1959
610,17-12-1974
611,11-09-1979
612,17-02-1971
613,09-01-1965
614,21-02-1946
615,17-09-1948
616,18-04-1956
617,15-10-1955
618,18-06-1952
619,14-05-1961
620,16-09-1952
621,17-03-1951
622,20-03-1957
623,17-02-1954
624,14-11-1962
625,09-07-1976
626,28-09-1950
627,18-02-1960
628,10-09-1969
629,25-08-1970
630,04-10-1967
631,30-11-1937
632,29-04-1954
633,29-01-1945
634,08-09-1925
635,27-07-1953
636,1564-04-23
637,16-06-1971
638,22-03-1931
639,13-06-1962
640,03-08-1940
641,17-03-1955
642,29-03-1955
643,25-08-1933
644,15-12-1963
645,28-11-1967
646,26-10-1945
647,
648,31-07-1962
649,13-04-1939
650,27-03-1967
651,25-12-1949
652,07-02-1960
653,02-02-1949
654,22-07-1938
655,30-09-1961
656,18-08-1958
657,26-01-1949
658,22-06-1949
659,24-04-1942
660,31-07-1972
661,17-07-1935
662,21-12-1966
663,12-08-1980
664,18-08-1952
665,14-11-1961
666,20-02-1967
667,20-03-1963
668,15-04-1959
669,19-08-1942
670,31-05-1961
671,04-08-1955
672,14-02-1960
673,04-12-1964
674,27-01-1966
675,10-06-1963
676,31-08-1971
677,19-06-1972
678,19-06-1954
679,12-05-1966
680,18-12-1968
681,28-03-1970
682,18-07-1938
683,03-10-1925
684,26-07-1957
685,29-12-1938
686,31-03-1943
687,28-09-1943
688,11-07-1956
689,09-02-1965
690,16-08-1946
691,22-04-1946
693,24-06-1947
694,14-08-1945
695,25-08-1961
696,29-07-1972
697,22-06-1906
698,11-06-1933
699,21-01-1958
700,16-05-1955
701,05-10-1975
702,22-03-1976
703,24-10-1960
704,28-01-1981
705,08-04-1966
706,06-08-1962
707,20-11-1959
708,24-02-1966
709,14-05-1951
710,04-08-1912
713,11-10-1935
714,15-07-1960
715,07-08-1952
716,19-06-1962
717,16-04-1947
718,11-09-1934
719,24-10-1939
720,10-05-1944
721,04-07-1959
722,29-02-1928
723,23-05-1952
724,08-02-1949
725,09-01-1968
726,12-02-1945
727,01-06-1935
728,08-09-1930
729,12-08-1975
730,31-01-1921
731,02-05-1902
732,20-06-1933
733,27-04-1932
734,22-04-1906
735,18-08-1925
736,09-08-1918
737,28-10-1939
738,17-01-1942
739,16-01-1950
740,12-06-1916
741,13-06-1953
742,07-10-1917
743,30-10-1930
744,29-06-1957
745,01-12-1960
746,10-01-1967
747,31-05-1908
748,20-01-1902
749,12-12-1970
750,20-05-1948
751,05-01-1962
752,1897-02-10
753,23-07-1938
754,13-01-1960
755,17-04-1923
756,05-08-1945
757,26-09-1962
758,03-12-1955
759,26-06-1970
761,11-11-1935
762,12-01-1948
763,01-01-1909
765,19-06-1932
766,27-04-1935
767,29-07-1955
768,14-05-1945
769,23-11-1942
770,24-09-1946
771,26-09-1963
772,12-10-1950
773,28-11-1941
774,29-09-1912
775,25-11-1971
776,10-02-1941
777,17-12-1959
778,11-01-1932
779,1887-03-24
780,25-06-1941
781,30-04-1908
782,20-09-1975
783,07-09-1940
784,09-05-1912
786,1942 in USA
787,11-12-1953
788,18-12-1950
789,02-03-1917
790,26-05-1923
791,14-10-1916
792,06-03-1959
793,28-07-1969
794,14-12-1935
795,17-10-1900
796,24-05-1967
797,02-09-1929
798,23-05-1960
799,15-11-1929
800,04-10-1949
801,25-01-1955
802,03-05-1906
803,21-02-1961
804,08-11-1932
805,26-04-1941
806,09-11-1948
807,1775-12-16
808,03-02-1947
809,24-01-1950
810,29-09-1907
811,18-09-1940
812,23-08-1965
814,21-12-1935
815,30-03-1972
816,17-11-1949
817,28-12-1908
818,18-09-1950
819,27-08-1947
820,12-05-1928
821,11-10-1942
822,25-02-1913
823,22-03-1937
824,25-08-1939
825,07-10-1952
826,31-12-1953
827,28-02-1971
828,13-09-1931
829,14-01-1947
832,25-02-1938
833,12-02-1936
834,08-06-1950
835,29-10-1938
836,09-10-1954
837,16-08-1945
838,05-10-1960
839,12-11-1937
840,06-08-1911
841,05-08-1935
842,04-11-1919
843,17-09-1931
844,25-04-1950
845,31-01-1902
846,29-06-1928
847,1885-07-29
848,11-01-1965
849,01-03-1969
850,05-10-1952
851,08-05-1919
852,27-09-1960
853,16-03-1955
854,23-02-1932
855,14-03-1939
856,1879-08-15
857,04-06-1932
858,1882-02-15
859,1878-04-28
860,06-08-1938
861,28-03-1924
862,22-04-1951
863,25-10-1924
864,27-01-1948
865,31-08-1914
867,14-01-1969
868,19-02-1966
869,17-02-1934
870,28-06-1948
871,16-10-1968
872,06-12-1938
873,13-06-1950
874,02-12-1956
875,1856-05-15
876,03-09-1969
877,03-04-1944
878,31-07-1914
879,07-05-1923
880,21-06-1947
881,17-02-1965
882,06-07-1948
883,28-02-1947
884,19-12-1963
885,06-07-1937
886,30-03-1937
887,25-09-1928
888,15-01-1969
889,25-03-1948
890,10-08-1913
891,1885-04-01
892,12-03-1960
893,16-09-1949
894,08-10-1946
895,31-10-1922
896,01-03-1927
897,17-06-1904
898,19-02-1956
899,30-09-1964
900,26-06-1951
901,09-04-1933
902,15-06-1954
903,18-06-1956
904,14-01-1906
905,27-10-1952
906,29-05-1958
907,22-05-1938
908,09-09-1966
909,22-10-1904
910,27-02-1910
911,19-11-1949
912,1894-02-14
913,21-01-1956
914,29-09-1932
915,16-08-1940
916,11-03-1964
917,14-07-1930
918,29-05-1944
919,13-05-1941
920,04-02-1951
921,20-02-1945
922,14-11-1951
923,1895-11-29
924,28-07-1972
925,03-08-1937
926,12-07-1908
927,1888-05-11
928,06-06-1955
929,07-09-1954
930,04-04-1922
931,02-05-1962
932,14-08-1966
933,23-04-1960
934,16-03-1941
935,01-02-1942
936,26-09-1941
937,20-02-1939
938,31-01-1942
939,20-07-1952
940,19-03-1946
941,27-11-1951
942,02-05-1924
944,27-05-1951
945,14-12-1946
946,25-10-1909
947,01-07-1939
948,16-12-1961
949,14-05-1969
950,20-02-1946
951,30-08-1906
952,03-10-1956
953,30-07-1939
954,02-03-1962
955,09-04-1903
956,16-11-1967
957,22-10-1943
958,18-01-1933
959,01-06-1948
960,24-02-1945
961,30-08-1951
962,18-08-1957
963,04-07-1931
964,1899-08-28
965,20-10-1956
966,02-10-1954
967,03-04-1941
968,08-06-1950
969,30-03-1976
970,13-04-1976
971,19-04-1960
972,26-03-1933
973,16-12-1963
974,1894-07-25
975,25-09-1901
976,08-08-1951
977,09-12-1941
978,15-01-1913
979,27-09-1934
980,24-05-1949
981,18-07-1940
982,12-02-1968
983,22-07-1947
984,02-10-1948
985,09-05-1940
986,23-06-1947
987,17-02-1936
988,21-09-1943
989,11-07-1920
990,03-07-1947
991,01-07-1942
992,1884-08-07
993,26-04-1933
994,21-05-1917
995,07-12-1932
996,16-02-1957
997,29-06-1944
998,15-06-1971
999,05-02-1919
1001,26-03-1940
1002,31-07-1966
1003,13-06-1949
1004,07-07-1959
1005,30-04-1954
1006,31-10-1950
1007,04-01-1937
1008,1897-05-18
1009,03-11-1953
1010,06-01-1928
1011,18-03-1959
1012,15-04-1938
1013,16-05-1921
1014,27-03-1970
1015,14-04-1961
1016,08-12-1936
1017,05-02-1906
1018,08-08-1949
1019,24-03-1954
1020,15-05-1961
1021,20-04-1949
1022,02-06-1955
1023,09-12-1929
1024,21-05-1959
1025,22-01-1935
1026,02-08-1945
1028,23-11-1959
1029,26-09-1968
1030,12-08-1935
1031,24-06-1930
1032,22-04-1952
1033,10-02-1906
1034,23-09-1957
1035,31-07-1970
1036,31-07-1944
1037,08-01-1941
1038,15-09-1971
1039,15-05-1972
1040,26-04-1961
1041,20-09-1964
1042,15-04-1947
1043,03-12-1980
1044,28-02-1961
1045,24-05-1938
1046,14-04-1940
1047,03-02-1939
1048,29-09-1957
1049,30-04-1944
1050,17-10-1920
1053,21-09-1957
1054,29-11-1954
1055,13-09-1903
1056,03-01-1932
1057,01-11-1972
1058,23-05-1933
1059,30-03-1950
1060,10-09-1958
1061,03-12-1973
1062,09-09-1954
1063,05-10-1950
1064,11-01-1963
1065,11-09-1967
1066,01-03-1935
1067,26-10-1914
1068,14-05-1971
1069,29-03-1948
1070,12-07-1937
1072,15-05-1905
1073,15-06-1964
1074,23-07-1938
1075,10-10-1941
1076,23-03-1904
1077,30-11-1926
1078,02-05-1903
1079,23-05-1910
1080,12-05-1948
1081,13-07-1957
1082,08-07-1968
1083,16-04-1965
1084,15-06-1969
1085,30-09-1982
1086,27-01-1965
1087,04-01-1961
1088,26-05-1913
1089,08-02-1959
1090,15-12-1936
1091,25-05-1951
1092,26-02-1964
1093,"1956 in Billings, Montana, USA"
1094,13-09-1916
1095,19-12-1964
1096,21-03-1946
1097,10-10-1946
1098,22-11-1921
1099,19-02-1955
1100,03-02-1943
1101,29-12-1947
1102,28-11-1946
1103,21-04-1951
1104,28-01-1959
1105,16-10-1923
1107,20-01-1967
1108,26-06-1951
1109,21-03-1968
1110,11-08-1965
1111,08-10-1969
1112,21-11-1946
1113,06-11-1949
1114,23-04-1955
1115,18-12-1917
1116,03-02-1970
1117,28-06-1946
1118,18-10-1951
1119,01-09-1922
1120,07-07-1901
1121,09-04-1942
1122,26-01-1958
1123,01-08-1933
1124,1881-08-12
1125,19-02-1967
1126,29-11-1961
1127,13-03-1956
1128,08-11-1935
1129,22-02-1944
1130,26-10-1963
1131,13-01-1966
1132,09-12-1934
1133,09-07-1938
1134,09-01-1935
1135,12-08-1926
1136,04-06-1936
1137,05-09-1939
1138,10-12-1952
1139,14-08-1953
1140,16-12-1928
1141,30-09-1931
1142,15-08-1948
1143,19-08-1965
1145,19-10-1945
1146,20-07-1957
1147,12-04-1971
1148,27-01-1936
1149,24-04-1930
1150,03-03-1920
1151,29-07-1973
1152,25-07-1965
1153,17-03-1954
1154,08-10-1954
1155,17-03-1949
1156,20-06-1931
1157,14-12-1946
1158,30-05-1936
1159,14-01-1941
1160,01-08-1958
1162,08-06-1955
1163,21-04-1963
1164,28-02-1923
1165,30-01-1951
1166,10-09-1972
1167,07-07-1949
1168,24-05-1941
1169,19-07-1945
1170,18-06-1942
1171,02-04-1908
1172,16-02-1964
1173,12-03-1968
1174,23-08-1931
1175,26-07-1922
1176,13-01-1972
1177,01-03-1965
1178,1898-01-22
1179,29-09-1931
1180,06-10-1942
1181,13-11-1920
1182,20-04-1972
1183,19-07-1969
1184,30-09-1971
1185,22-12-1936
1186,31-05-1922
1187,27-02-1965
1188,19-05-1941
1189,07-10-1949
1190,01-07-1935
1191,09-09-1966
1192,01-09-1949
1193,19-01-1944
1194,29-11-1952
1195,09-12-1909
1196,1883-05-23
1197,22-04-1972
1198,30-09-1959
1199,29-02-1944
1200,12-06-1953
1201,09-02-1945
1202,31-05-1945
1203,1897-09-25
1204,08-07-1934
1205,24-03-1924
1206,19-07-1951
1207,08-01-1912
1208,07-02-1955
1209,27-11-1956
1210,27-05-1957
1211,1880-01-29
1212,27-05-1970
1213,06-06-1954
1214,28-02-1948
1215,09-05-1936
1216,18-09-1967
1217,10-12-1941
1218,11-10-1965
1219,19-12-1965
1220,28-05-1908
1221,22-07-1934
1222,11-11-1964
1223,24-03-1970
1224,20-06-1909
1225,20-04-1924
1226,28-12-1953
1227,14-03-1968
1228,23-02-1940
1229,01-05-1916
1230,1884-03-16
1231,17-12-1971
1232,18-02-1932
1233,13-07-1941
1234,29-01-1918
1235,07-06-1955
1236,10-05-1948
1237,04-12-1950
1238,12-05-1930
1239,19-02-1930
1240,28-10-1944
1241,20-06-1941
1242,04-01-1958
1243,29-08-1935
1244,19-06-1965
1245,07-09-1955
1246,08-06-1967
1247,11-02-1919
1248,06-02-1917
1249,30-07-1963
1250,21-07-1971
1251,19-08-1955
1252,11-04-1961
1253,16-01-1986
1254,18-09-1961
1255,16-03-1949
1256,18-09-1905
1257,24-12-1922
1258,07-04-1928
1259,03-04-1972
1260,08-04-1931
1261,12-08-1971
1262,28-08-1930
1263,07-02-1965
1264,14-04-1977
1265,26-07-1950
1266,23-01-1943
1267,22-01-1975
1268,25-07-1923
1269,
1270,22-09-1944
1271,08-05-1964
1272,13-03-1971
1273,1893-10-14
1274,25-03-1943
1275,31-01-1937
1276,26-02-1916
1277,26-01-1939
1278,07-08-1944
1279,12-08-1931
1281,26-05-1962
1282,20-05-1960
1283,27-05-1936
1284,23-11-1916
1285,29-08-1938
1286,03-04-1961
1287,29-01-1970
1288,21-02-1955
1289,06-05-1913
1290,05-05-1957
1291,30-06-1963
1292,07-01-1950
1293,08-02-1974
1294,02-10-1904
1295,22-06-1952
1296,12-02-1915
1297,11-04-1932
1298,23-03-1965
1299,18-03-1962
1300,08-02-1955
1301,21-04-1935
1302,05-02-1948
1303,29-08-1971
1304,10-07-1926
1305,16-04-1976
1306,21-09-1931
1307,24-04-1968
1308,08-03-1921
1309,14-04-1968
1310,09-05-1955
1311,10-09-1931
1312,06-08-1972
1313,12-08-1939
1314,23-04-1962
1315,14-08-1959
1316,1892-01-18
1317,15-03-1959
1318,03-03-1911
1319,02-09-1951
1320,22-08-1939
1321,01-10-1930
1322,05-03-1908
1323,01-07-1945
1324,08-10-1964
1325,03-11-1959
1326,21-07-1978
1327,17-07-1952
1328,1896-05-30
1329,05-04-1929
1330,26-03-1916
1331,02-01-1961
1332,24-07-1947
1333,30-06-1917
1334,07-03-1946
1335,19-01-1930
1336,13-12-1908
1337,24-11-1978
1338,17-01-1961
1339,16-11-1958
1340,05-07-1929
1341,14-02-1934
1343,07-05-1976
1344,06-05-1952
1345,24-09-1936
1346,21-07-1943
1347,05-02-1948
1348,05-09-1942
1349,21-02-1979
1350,21-01-1924
1351,20-12-1921
1352,29-03-1939
1353,10-01-1942
1354,09-02-1953
1355,30-11-1956
1356,11-08-1953
1357,08-10-1939
1358,17-02-1925
1359,04-01-1905
1360,08-08-1944
1361,25-01-1943
1362,29-05-1903
1363,18-01-1964
1364,26-10-1942
1365,09-08-1963
1366,1893-04-03
1367,07-12-1966
1368,17-12-1945
1369,17-11-1925
1370,29-10-1959
1371,06-12-1953
1372,22-09-1961
1373,02-04-1945
1374,25-11-1926
1375,12-11-1922
1376,16-03-1953
1377,17-04-1951
1378,08-07-1951
1379,05-08-1906
1380,31-05-1934
1381,17-11-1943
1382,26-07-1943
1383,03-04-1959
1384,16-02-1958
1385,29-03-1943
1386,04-02-1975
1387,20-03-1963
1388,10-09-1953
1389,26-06-1956
1390,16-05-1966
1391,29-08-1958
1392,31-10-1961
1393,15-07-1966
1394,22-10-1938
1395,10-10-1926
1396,26-07-1943
1397,20-02-1945
1398,09-04-1974
1399,26-04-1967
1400,09-09-1965
1401,04-06-1975
1402,01-02-1942
1403,25-02-1950
1404,29-09-1942
1405,27-06-1959
1406,18-06-1952
1407,02-05-1962
1408,06-12-1945
1409,04-10-1953
1410,14-01-1949
1411,16-02-1951
1412,17-01-1949
1413,07-09-1950
1414,18-01-1911
1415,07-09-1909
1416,23-03-1959
1417,14-11-1921
1418,08-05-1954
1419,02-06-1937
1420,20-01-1920
1421,18-02-1925
1422,02-10-1948
1423,13-09-1939
1424,14-10-1944
1425,27-06-1941
1426,31-12-1943
1427,17-06-1963
1428,18-10-1926
1429,18-01-1947
1430,27-04-1922
1431,07-08-1955
1432,20-07-1978
1433,15-11-1939
1434,22-06-1936
1435,30-07-1963
1436,06-09-1944
1437,24-11-1954
1438,19-03-1963
1439,31-01-1959
1440,12-07-1951
1441,04-04-1950
1442,21-09-1968
1443,09-11-1914
1444,20-01-1958
1445,20-06-1928
1446,31-10-1936
1447,03-02-1956
1448,20-04-1949
1449,01-01-1938
1450,16-10-1925
1451,18-03-1970
1452,1899-07-01
1453,22-01-1932
1454,16-04-1965
1455,25-07-1967
1456,24-03-1960
1457,27-04-1962
1458,30-04-1926
1459,18-08-1957
1460,26-01-1952
1461,15-11-1976
1462,19-11-1966
1463,06-07-1927
1464,04-03-1953
1465,11-10-1925
1466,03-01-1929
1467,26-12-1971
1469,06-04-1942
1470,07-08-1967
1471,16-03-1926
1472,26-04-1963
1473,05-02-1964
1474,24-06-1958
1475,19-10-1945
1476,01-06-1939
1477,07-02-1972
1478,25-06-1925
1479,06-10-1908
1480,23-08-1949
1481,11-02-1934
1482,09-07-1964
1483,10-01-1949
1484,21-07-1957
1485,02-08-1905
1486,25-06-1924
1487,26-12-1961
1488,31-01-1959
1489,13-06-1926
1490,04-03-1941
1491,16-05-1977
1492,22-02-1959
1493,10-04-1954
1494,04-11-1961
1495,06-02-1922
1496,11-09-1950
1497,27-06-1975
1498,20-06-1940
1499,07-02-1985
1500,22-03-1912
1501,30-10-1932
1502,"1954 in Mexico City, Distrito Federal, Mexico"
1503,25-01-1956
1504,05-01-1969
1505,13-11-1947
1506,20-03-1973
1507,13-07-1946
1508,15-10-1943
1509,07-06-1917
1510,26-03-1919
1511,19-02-1924
1512,17-11-1958
1513,31-12-1947
1514,29-01-1913
1515,21-09-1983
1516,21-02-1934
1517,03-04-1972
1518,26-10-1961
1520,15-02-1955
1521,28-04-1952
1522,17-09-1928
